"gene","uniprot","name","description","namespace"
"SLC22A4","Q9H015","SLC22A4","solute carrier family 22 member 4 [Source:HGNC Symbol;Acc:HGNC:10968]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A1","P53007","SLC25A1","solute carrier family 25 member 1 [Source:HGNC Symbol;Acc:HGNC:10979]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A10","Q9UBX3","SLC25A10","solute carrier family 25 member 10 [Source:HGNC Symbol;Acc:HGNC:10980]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A11","Q02978","SLC25A11","solute carrier family 25 member 11 [Source:HGNC Symbol;Acc:HGNC:10981]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A12","O75746","SLC25A12","solute carrier family 25 member 12 [Source:HGNC Symbol;Acc:HGNC:10982]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A13","Q9UJS0","SLC25A13","solute carrier family 25 member 13 [Source:HGNC Symbol;Acc:HGNC:10983]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A14","O95258","SLC25A14","solute carrier family 25 member 14 [Source:HGNC Symbol;Acc:HGNC:10984]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A15","Q9Y619","SLC25A15","solute carrier family 25 member 15 [Source:HGNC Symbol;Acc:HGNC:10985]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A16","P16260","SLC25A16","solute carrier family 25 member 16 [Source:HGNC Symbol;Acc:HGNC:10986]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A18","Q9H1K4","SLC25A18","solute carrier family 25 member 18 [Source:HGNC Symbol;Acc:HGNC:10988]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A19","Q9HC21","SLC25A19","solute carrier family 25 member 19 [Source:HGNC Symbol;Acc:HGNC:14409]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A2","Q9BXI2","SLC25A2","solute carrier family 25 member 2 [Source:HGNC Symbol;Acc:HGNC:22921]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A20","O43772","SLC25A20","solute carrier family 25 member 20 [Source:HGNC Symbol;Acc:HGNC:1421]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A21","Q9BQT8","SLC25A21","solute carrier family 25 member 21 [Source:HGNC Symbol;Acc:HGNC:14411]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A22","Q9H936","SLC25A22","solute carrier family 25 member 22 [Source:HGNC Symbol;Acc:HGNC:19954]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A23","Q9BV35","SLC25A23","solute carrier family 25 member 23 [Source:HGNC Symbol;Acc:HGNC:19375]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A24","Q6NUK1","SLC25A24","solute carrier family 25 member 24 [Source:HGNC Symbol;Acc:HGNC:20662]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A25","Q6KCM7","SLC25A25","solute carrier family 25 member 25 [Source:HGNC Symbol;Acc:HGNC:20663]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A26","Q70HW3","SLC25A26","solute carrier family 25 member 26 [Source:HGNC Symbol;Acc:HGNC:20661]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A27","O95847","SLC25A27","solute carrier family 25 member 27 [Source:HGNC Symbol;Acc:HGNC:21065]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A28","Q96A46","SLC25A28","solute carrier family 25 member 28 [Source:HGNC Symbol;Acc:HGNC:23472]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A29","Q8N8R3","SLC25A29","solute carrier family 25 member 29 [Source:HGNC Symbol;Acc:HGNC:20116]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A3","Q00325","SLC25A3","solute carrier family 25 member 3 [Source:HGNC Symbol;Acc:HGNC:10989]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A30","Q5SVS4","SLC25A30","solute carrier family 25 member 30 [Source:HGNC Symbol;Acc:HGNC:27371]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A31","Q9H0C2","SLC25A31","solute carrier family 25 member 31 [Source:HGNC Symbol;Acc:HGNC:25319]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A32","Q9H2D1","SLC25A32","solute carrier family 25 member 32 [Source:HGNC Symbol;Acc:HGNC:29683]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A33","Q9BSK2","SLC25A33","solute carrier family 25 member 33 [Source:HGNC Symbol;Acc:HGNC:29681]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A34","Q6PIV7","SLC25A34","solute carrier family 25 member 34 [Source:HGNC Symbol;Acc:HGNC:27653]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A35","Q3KQZ1","SLC25A35","solute carrier family 25 member 35 [Source:HGNC Symbol;Acc:HGNC:31921]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A36","Q96CQ1","SLC25A36","solute carrier family 25 member 36 [Source:HGNC Symbol;Acc:HGNC:25554]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A37","Q9NYZ2","SLC25A37","solute carrier family 25 member 37 [Source:HGNC Symbol;Acc:HGNC:29786]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A38","Q96DW6","SLC25A38","solute carrier family 25 member 38 [Source:HGNC Symbol;Acc:HGNC:26054]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A39","Q9BZJ4","SLC25A39","solute carrier family 25 member 39 [Source:HGNC Symbol;Acc:HGNC:24279]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A4","P12235","SLC25A4","solute carrier family 25 member 4 [Source:HGNC Symbol;Acc:HGNC:10990]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A40","Q8TBP6","SLC25A40","solute carrier family 25 member 40 [Source:HGNC Symbol;Acc:HGNC:29680]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A41","Q8N5S1","SLC25A41","solute carrier family 25 member 41 [Source:HGNC Symbol;Acc:HGNC:28533]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A42","Q86VD7","SLC25A42","solute carrier family 25 member 42 [Source:HGNC Symbol;Acc:HGNC:28380]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A43","Q8WUT9","SLC25A43","solute carrier family 25 member 43 [Source:HGNC Symbol;Acc:HGNC:30557]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A44","Q96H78","SLC25A44","solute carrier family 25 member 44 [Source:HGNC Symbol;Acc:HGNC:29036]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A45","Q8N413","SLC25A45","solute carrier family 25 member 45 [Source:HGNC Symbol;Acc:HGNC:27442]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A46","Q96AG3","SLC25A46","solute carrier family 25 member 46 [Source:HGNC Symbol;Acc:HGNC:25198]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A47","Q6Q0C1","SLC25A47","solute carrier family 25 member 47 [Source:HGNC Symbol;Acc:HGNC:20115]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A48","Q6ZT89","SLC25A48","solute carrier family 25 member 48 [Source:HGNC Symbol;Acc:HGNC:30451]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A5","P05141","SLC25A5","solute carrier family 25 member 5 [Source:HGNC Symbol;Acc:HGNC:10991]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A51","Q9H1U9","SLC25A51","solute carrier family 25 member 51 [Source:HGNC Symbol;Acc:HGNC:23323]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A52","Q3SY17","SLC25A52","solute carrier family 25 member 52 [Source:HGNC Symbol;Acc:HGNC:23324]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A53","Q5H9E4","SLC25A53","solute carrier family 25 member 53 [Source:HGNC Symbol;Acc:HGNC:31894]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC25A6","P12236","SLC25A6","solute carrier family 25 member 6 [Source:HGNC Symbol;Acc:HGNC:10992]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC27A1","Q6PCB7","SLC27A1","solute carrier family 27 member 1 [Source:HGNC Symbol;Acc:HGNC:10995]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC27A3","Q5K4L6","SLC27A3","solute carrier family 27 member 3 [Source:HGNC Symbol;Acc:HGNC:10997]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC29A3","Q9BZD2","SLC29A3","solute carrier family 29 member 3 [Source:HGNC Symbol;Acc:HGNC:23096]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC30A2","Q9BRI3","SLC30A2","solute carrier family 30 member 2 [Source:HGNC Symbol;Acc:HGNC:11013]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC30A7","Q8NEW0","SLC30A7","solute carrier family 30 member 7 [Source:HGNC Symbol;Acc:HGNC:19306]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC30A9","Q6PML9","SLC30A9","solute carrier family 30 member 9 [Source:HGNC Symbol;Acc:HGNC:1329]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC35F6","Q8N357","SLC35F6","solute carrier family 35 member F6 [Source:HGNC Symbol;Acc:HGNC:26055]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC39A9","Q9NUM3","SLC39A9","solute carrier family 39 member 9 [Source:HGNC Symbol;Acc:HGNC:20182]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC41A3","Q96GZ6","SLC41A3","solute carrier family 41 member 3 [Source:HGNC Symbol;Acc:HGNC:31046]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC44A1","Q8WWI5","SLC44A1","solute carrier family 44 member 1 [Source:HGNC Symbol;Acc:HGNC:18798]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC44A2","Q8IWA5","SLC44A2","solute carrier family 44 member 2 [Source:HGNC Symbol;Acc:HGNC:17292]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC8A1","P32418","SLC8A1","solute carrier family 8 member A1 [Source:HGNC Symbol;Acc:HGNC:11068]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC8A3","P57103","SLC8A3","solute carrier family 8 member A3 [Source:HGNC Symbol;Acc:HGNC:11070]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC8B1","Q6J4K2","SLC8B1","solute carrier family 8 member B1 [Source:HGNC Symbol;Acc:HGNC:26175]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC9A1","P19634","SLC9A1","solute carrier family 9 member A1 [Source:HGNC Symbol;Acc:HGNC:11071]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLC9B2","Q86UD5","SLC9B2","solute carrier family 9 member B2 [Source:HGNC Symbol;Acc:HGNC:25143]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLIRP","Q9GZT3","SLIRP","SRA stem-loop interacting RNA binding protein [Source:HGNC Symbol;Acc:HGNC:20495]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SLIT3","O75094","SLIT3","slit guidance ligand 3 [Source:HGNC Symbol;Acc:HGNC:11087]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMCP","P49901","SMCP","sperm mitochondria associated cysteine rich protein [Source:HGNC Symbol;Acc:HGNC:6962]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMDT1","Q9H4I9","SMDT1","single-pass membrane protein with aspartate rich tail 1 [Source:HGNC Symbol;Acc:HGNC:25055]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMIM20","Q8N5G0","SMIM20","small integral membrane protein 20 [Source:HGNC Symbol;Acc:HGNC:37260]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SMURF1","Q9HCE7","SMURF1","SMAD specific E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:16807]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SNAP23","O00161","SNAP23","synaptosome associated protein 23 [Source:HGNC Symbol;Acc:HGNC:11131]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SNCA","P37840","SNCA","synuclein alpha [Source:HGNC Symbol;Acc:HGNC:11138]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SNN","O75324","SNN","stannin [Source:HGNC Symbol;Acc:HGNC:11149]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SNPH","O15079","SNPH","syntaphilin [Source:HGNC Symbol;Acc:HGNC:15931]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SOD1","P00441","SOD1","superoxide dismutase 1 [Source:HGNC Symbol;Acc:HGNC:11179]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SOD2","P04179","SOD2","superoxide dismutase 2 [Source:HGNC Symbol;Acc:HGNC:11180]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SORD","Q00796","SORD","sorbitol dehydrogenase [Source:HGNC Symbol;Acc:HGNC:11184]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SOX10","P56693","SOX10","SRY-box transcription factor 10 [Source:HGNC Symbol;Acc:HGNC:11190]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SOX4","Q06945","SOX4","SRY-box transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11200]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SP140","Q13342","SP140","SP140 nuclear body protein [Source:HGNC Symbol;Acc:HGNC:17133]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPART","Q8N0X7","SPART","spartin [Source:HGNC Symbol;Acc:HGNC:18514]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPATA18","Q8TC71","SPATA18","spermatogenesis associated 18 [Source:HGNC Symbol;Acc:HGNC:29579]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPATA19","Q7Z5L4","SPATA19","spermatogenesis associated 19 [Source:HGNC Symbol;Acc:HGNC:30614]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPATA33","Q96N06","SPATA33","spermatogenesis associated 33 [Source:HGNC Symbol;Acc:HGNC:26463]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPG7","Q9UQ90","SPG7","SPG7 matrix AAA peptidase subunit, paraplegin [Source:HGNC Symbol;Acc:HGNC:11237]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPHK2","Q9NRA0","SPHK2","sphingosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:18859]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPHKAP","Q2M3C7","SPHKAP","SPHK1 interactor, AKAP domain containing [Source:HGNC Symbol;Acc:HGNC:30619]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPIRE1","Q08AE8","SPIRE1","spire type actin nucleation factor 1 [Source:HGNC Symbol;Acc:HGNC:30622]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SPNS1","Q9H2V7","SPNS1","SPNS lysolipid transporter 1, lysophospholipid [Source:HGNC Symbol;Acc:HGNC:30621]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SQOR","Q9Y6N5","SQOR","sulfide quinone oxidoreductase [Source:HGNC Symbol;Acc:HGNC:20390]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SQSTM1","Q13501","SQSTM1","sequestosome 1 [Source:HGNC Symbol;Acc:HGNC:11280]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SRC","P12931","SRC","SRC proto-oncogene, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11283]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SSBP1","Q04837","SSBP1","single stranded DNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11317]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STAP1","Q9ULZ2","STAP1","signal transducing adaptor family member 1 [Source:HGNC Symbol;Acc:HGNC:24133]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STAR","P49675","STAR","steroidogenic acute regulatory protein [Source:HGNC Symbol;Acc:HGNC:11359]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STARD13","Q9Y3M8","STARD13","StAR related lipid transfer domain containing 13 [Source:HGNC Symbol;Acc:HGNC:19164]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STARD3","Q14849","STARD3","StAR related lipid transfer domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17579]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STARD7","Q9NQZ5","STARD7","StAR related lipid transfer domain containing 7 [Source:HGNC Symbol;Acc:HGNC:18063]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STING1","Q86WV6","STING1","stimulator of interferon response cGAMP interactor 1 [Source:HGNC Symbol;Acc:HGNC:27962]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STK11","Q15831","STK11","serine/threonine kinase 11 [Source:HGNC Symbol;Acc:HGNC:11389]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STMP1","E0CX11","STMP1","short transmembrane mitochondrial protein 1 [Source:HGNC Symbol;Acc:HGNC:41909]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STOM","P27105","STOM","stomatin [Source:HGNC Symbol;Acc:HGNC:3383]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STOML2","Q9UJZ1","STOML2","stomatin like 2 [Source:HGNC Symbol;Acc:HGNC:14559]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STPG1","Q5TH74","STPG1","sperm tail PG-rich repeat containing 1 [Source:HGNC Symbol;Acc:HGNC:28070]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STX17","P56962","STX17","syntaxin 17 [Source:HGNC Symbol;Acc:HGNC:11432]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STXBP1","P61764","STXBP1","syntaxin binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11444]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"STYXL1","Q9Y6J8","STYXL1","serine/threonine/tyrosine interacting like 1 [Source:HGNC Symbol;Acc:HGNC:18165]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SUCLA2","Q9P2R7","SUCLA2","succinate-CoA ligase ADP-forming subunit beta [Source:HGNC Symbol;Acc:HGNC:11448]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SUCLG1","P53597","SUCLG1","succinate-CoA ligase GDP/ADP-forming subunit alpha [Source:HGNC Symbol;Acc:HGNC:11449]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SUCLG2","Q96I99","SUCLG2","succinate-CoA ligase GDP-forming subunit beta [Source:HGNC Symbol;Acc:HGNC:11450]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SUGCT","Q9HAC7","SUGCT","succinyl-CoA:glutarate-CoA transferase [Source:HGNC Symbol;Acc:HGNC:16001]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SULT4A1","Q9BR01","SULT4A1","sulfotransferase family 4A member 1 [Source:HGNC Symbol;Acc:HGNC:14903]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SUOX","P51687","SUOX","sulfite oxidase [Source:HGNC Symbol;Acc:HGNC:11460]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SUPV3L1","Q8IYB8","SUPV3L1","Suv3 like RNA helicase [Source:HGNC Symbol;Acc:HGNC:11471]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SURF1","Q15526","SURF1","SURF1 cytochrome c oxidase assembly factor [Source:HGNC Symbol;Acc:HGNC:11474]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SYNE2","Q8WXH0","SYNE2","spectrin repeat containing nuclear envelope protein 2 [Source:HGNC Symbol;Acc:HGNC:17084]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"SYNJ2BP","P57105","SYNJ2BP","synaptojanin 2 binding protein [Source:HGNC Symbol;Acc:HGNC:18955]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TACO1","Q9BSH4","TACO1","translational activator of cytochrome c oxidase I [Source:HGNC Symbol;Acc:HGNC:24316]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TAFAZZIN","Q16635","TAFAZZIN","tafazzin, phospholipid-lysophospholipid transacylase [Source:HGNC Symbol;Acc:HGNC:11577]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TAMM41","Q96BW9","TAMM41","TAM41 mitochondrial translocator assembly and maintenance homolog [Source:HGNC Symbol;Acc:HGNC:25187]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TANGO2","Q6ICL3","TANGO2","transport and golgi organization 2 homolog [Source:HGNC Symbol;Acc:HGNC:25439]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TARDBP","Q13148","TARDBP","TAR DNA binding protein [Source:HGNC Symbol;Acc:HGNC:11571]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TARS2","Q9BW92","TARS2","threonyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:30740]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TAT","P17735","TAT","tyrosine aminotransferase [Source:HGNC Symbol;Acc:HGNC:11573]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TAX1BP1","Q86VP1","TAX1BP1","Tax1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11575]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TBRG4","Q969Z0","TBRG4","transforming growth factor beta regulator 4 [Source:HGNC Symbol;Acc:HGNC:17443]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TCAIM","Q8N3R3","TCAIM","T cell activation inhibitor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:25241]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TCHP","Q9BT92","TCHP","trichoplein keratin filament binding [Source:HGNC Symbol;Acc:HGNC:28135]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TDRKH","Q9Y2W6","TDRKH","tudor and KH domain containing [Source:HGNC Symbol;Acc:HGNC:11713]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TEFM","Q96QE5","TEFM","transcription elongation factor, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26223]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TERT","O14746","TERT","telomerase reverse transcriptase [Source:HGNC Symbol;Acc:HGNC:11730]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TEX10","Q9NXF1","TEX10","testis expressed 10 [Source:HGNC Symbol;Acc:HGNC:25988]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TFAM","Q00059","TFAM","transcription factor A, mitochondrial [Source:HGNC Symbol;Acc:HGNC:11741]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TFAP2C","Q92754","TFAP2C","transcription factor AP-2 gamma [Source:HGNC Symbol;Acc:HGNC:11744]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TFAP4","Q01664","TFAP4","transcription factor AP-4 [Source:HGNC Symbol;Acc:HGNC:11745]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TFB1M","Q8WVM0","TFB1M","transcription factor B1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:17037]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TFB2M","Q9H5Q4","TFB2M","transcription factor B2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:18559]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TFRC","P02786","TFRC","transferrin receptor [Source:HGNC Symbol;Acc:HGNC:11763]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TGM2","P21980","TGM2","transglutaminase 2 [Source:HGNC Symbol;Acc:HGNC:11778]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
"TH","P07101","TH","tyrosine hydroxylase [Source:HGNC Symbol;Acc:HGNC:11782]","ENTREZGENE,GENECARDS,HGNC,UNIPROT_GN,WIKIGENE"
